Seventy miles	QUANTITY
Peanut	PERSON
Kumbum	GPE
Myers	ORG
Fuck All	WORK_OF_ART
Salem Massachusetts	PERSON
HUGE TV	ORG
Burglekutt	PERSON
Joel Joely	PERSON
Harald	PERSON
White Rabbit	WORK_OF_ART
ten percent	PERCENT
"""Let's hit """	WORK_OF_ART
doc	PERSON
I-- Pretty	ORG
The Rat and Parrot	ORG
Abundant Sperm Syndrome	PERSON
Eighteenth century	DATE
Ma'am	ORG
Willie Mays	PERSON
Black Peter	PERSON
Big D. Nigger	PERSON
Victor	PERSON
Jell-O.	ORG
Hawk Hawkins	PERSON
Roseman Bridge	FAC
James Looks Twice	PERSON
Get Bruce	PERSON
Bare Her Breasts	WORK_OF_ART
ÄÂĂÂ- Sorry	PERSON
Norman Cay	PERSON
Bijou Theatre	FAC
Federal Highway	ORG
Six o'clock	TIME
twenty thirty minutes	TIME
Monsieur Varlac	PERSON
thirty-percent	PERCENT
Aliens	ORG
ELT	PERSON
Chapultepec	ORG
Ohmigod	PERSON
"""That's great!"	WORK_OF_ART
Nick Cardella's	PERSON
Exactly	PRODUCT
105 miles	QUANTITY
7th	ORDINAL
Nineteen zero	CARDINAL
White Russian	NORP
1956	DATE
John F. Kennedy's	PERSON
Tammy	PERSON
Thursday two yards	QUANTITY
Seoul	GPE
Opus	PERSON
hours ago	TIME
Denver	GPE
Peppermint	PERSON
Carney	PERSON
shave	PERSON
Burkittsville	PERSON
TOYS	ORG
Katarina	PERSON
Hautmans	NORP
not day	DATE
Ah-hah	PERSON
Smyrna	PERSON
Sugarmouth	PERSON
the Rock of Gibraltar	GPE
I. Look	PERSON
Monsieur Gonzalez	PERSON
146	CARDINAL
only Nine	CARDINAL
The Con-ti nen-tal	WORK_OF_ART
--it's	WORK_OF_ART
2000	CARDINAL
Jake.	ORG
Epping Forest	ORG
Hoyt	PERSON
Betty Schaefer	PERSON
Mickey Rourke	PERSON
Abe Lincoln	PERSON
four hours	TIME
Gray	PERSON
more than five minutes ago	TIME
Y-U-H	PERSON
Dome	FAC
the Salad Ticino	LAW
Que va	FAC
De MoraesÄÂĂÂs residence	FAC
19	DATE
Understand	WORK_OF_ART
Memorial Hospital	FAC
Johnnycab	GPE
Heavy Third World	EVENT
B. Casper	PERSON
this Neighborly Life Insurance	ORG
Davis	PERSON
Sam Wilder	PERSON
A day a week	DATE
Yes Sergeant Hoffman	PERSON
FHA	ORG
Little Lebowski Urban Achievers	WORK_OF_ART
three weeks later	DATE
Feelin	ORG
a hundred and fifty	CARDINAL
Chambers - Reilly	ORG
Tracey Abernathy	PERSON
Abilene	PERSON
Chung King Cop	ORG
To be sure	WORK_OF_ART
Four days	DATE
liftin	PERSON
Trychtichlorate	WORK_OF_ART
more than a month ago	DATE
over a thousand	CARDINAL
fine I'm not going to fuck with you	WORK_OF_ART
a Mai-Tai	PERSON
Ibanez	GPE
Thea Brody	PERSON
Mr Livingston	PERSON
Queen Cherlindrea	PERSON
Twenty years ago	DATE
Lillibridge	GPE
wants</U	PERSON
Tommy Jake	PERSON
week	DATE
Mapp	PERSON
Peter Kelson	PERSON
Rogoff	PERSON
til morning	TIME
Draggin	PERSON
Rumack	PERSON
Hello Halberstam	PERSON
half-mile	QUANTITY
Naturalization Service Intergalactic Bureau	ORG
Bertrand Russell	PERSON
thirteen miles	QUANTITY
the Thule Occult Society	ORG
WE'RE HOOKED	PERSON
Yale Law	ORG
millions of years ago	DATE
Finsbury Park	GPE
Matheson	GPE
Shepard	ORG
Billy Van Cleve	PERSON
STAY	ORG
Juarez	PERSON
last winter	DATE
Russo	PERSON
The sun beam	ORG
not</i	CARDINAL
137	CARDINAL
Franz	ORG
Edward Valiant	PERSON
eighty on Saturday	DATE
Watsa matter with you?	WORK_OF_ART
FEMA	ORG
OUTSIDE THE WINDOW	WORK_OF_ART
Lenox Hill	PERSON
Jurgensen	PERSON
Piedmont	GPE
Shari	ORG
Joes	PERSON
a Continental Army	ORG
Ranger	PERSON
Good-bye Dil	PERSON
Margo Channing's	PERSON
Boat	PERSON
Geoffrey	PERSON
Jack Wells	PERSON
Parcheesi	LOC
Boris Karloff	PERSON
Santos	WORK_OF_ART
J.J.	GPE
One hour y'hear	TIME
Ronald Stiegler	PERSON
Johnnie Green Liz Butsky	PERSON
the right day	DATE
the Caverne du Bois	FAC
ThompsonsÄÂĂÂ	PERSON
McO	WORK_OF_ART
eighty	CARDINAL
Jasper	GPE
a quarter of a mile	QUANTITY
million dollar	MONEY
Ten meters	QUANTITY
a couple of thousand years	DATE
Rusty Parr	PERSON
one day	DATE
Hamidou	PERSON
Whittier	PERSON
two kilometers	QUANTITY
Joseph Paine	PERSON
Southeast Asia	LOC
the Federated Army	ORG
74	CARDINAL
mama'll	PERSON
Rubicon Bay	LOC
Jack Crawford	PERSON
ten-thousand-dollar	MONEY
Sweden	GPE
Kovash	PERSON
Washinton	GPE
y'know	DATE
September the ninth	DATE
HAMLET	PERSON
Welsh	ORG
N.O.	GPE
Lido	LOC
the Code of the Brethern	LAW
Spec-Recon	ORG
a couple of years ago	DATE
One-hundred-thousand	CARDINAL
Melendez	NORP
Fuck!	WORK_OF_ART
Dementia	PERSON
Chambers	PERSON
the East Landing Platform	FAC
Bob Dylan	PERSON
Eleven years ago	DATE
Warfield	PERSON
Dorothy Gale	PERSON
Larch	PERSON
Ivy Leaguer	PERSON
Sugar Cane	PERSON
the Boss of All Bosses	WORK_OF_ART
next quarter	DATE
Sherm	PERSON
the Red Menace	LOC
Yonelle	PERSON
Piscatorial Research	ORG
Y'okay	PERSON
Howdy Rhonda	PERSON
forty minute	TIME
Beaufort Frankenstein	PERSON
Waffles	ORG
Sixty-two thousand	CARDINAL
the Globe on Park Avenue	ORG
Harriman Tower	PERSON
Skinny Winnifred	PERSON
roc	GPE
only two hundred dollars	MONEY
Fourteen?	DATE
ĂÂĂÂ­t	ORG
Neo	PERSON
Meeka	PERSON
Eee Oott	PERSON
5:50	TIME
Hello Olsen	PERSON
Communistic	NORP
Willard	PERSON
Thanks Mom...	WORK_OF_ART
Leonard McCoy	PERSON
Sid	PERSON
this summer	DATE
Cooch	ORG
If</u>	ORG
Travelin	GPE
Jake	NORP
"""Boy?"	WORK_OF_ART
Massachusetts Supreme Judicial Court	ORG
Mt. Whitney	PERSON
Delfonics	PERSON
Lung	PERSON
Sioux Falls Pen	PERSON
Karl Mundt	PERSON
Cuba	GPE
Keith Kurtzman	PERSON
Moi	PERSON
the Diary Dad	WORK_OF_ART
Clyde Bonnie Parker	PERSON
10:00 a.m.	TIME
Aunt Mary's	PERSON
New Mecca	GPE
Channel 9	ORG
more babies later	DATE
Victor Victor Frankenstein	PERSON
Brewer	PERSON
Winona	GPE
Texaco	WORK_OF_ART
Monsieur Mercier	PERSON
Lechter	ORG
Alpha	ORG
fifty kilometers	QUANTITY
Colin Powell	PERSON
a few years	DATE
World's Fair at Flushing Meadow	EVENT
The Sistine Chapel	WORK_OF_ART
a few francs	MONEY
BTU	ORG
Little Zee Mimms	PERSON
Desmond	PERSON
Couple more miles	QUANTITY
Destination Hospital	PERSON
De Mille	PERSON
Elks	PERSON
ten seconds	TIME
it-- Couple months	DATE
Did Marsh	PERSON
Alexander Dumas	PERSON
O.K. Buster	WORK_OF_ART
ten o'clock mass	TIME
Bandit II	ORG
'38	DATE
Herbert Richard Greenleaf 1st	PERSON
Goddamnit Joanna	PERSON
Alexandria	GPE
Camp Khitomer	FAC
Kenton	PERSON
the Lincoln Memorial	ORG
Huntington	PERSON
tomorrow night	TIME
Q-Tips	PERSON
"""Murder By Numbers"	WORK_OF_ART
Eight six and four	DATE
Five thousand	CARDINAL
Perk	PERSON
Gosh Pop	PERSON
20	CARDINAL
roadsÄÂĂÂall	ORG
Traditional	WORK_OF_ART
couple months ago	DATE
Hazel Dobkins	PERSON
"""Is Shari Good Enough for Ed?"	WORK_OF_ART
Passiert - English	PERSON
Recordare	ORG
South China	LOC
Alan Dershowitz	PERSON
Bunsen	PERSON
Jennifer Love Hewitt	PERSON
I. Krinkle	PERSON
Darryl Hawkins Zero	PERSON
Petronia	GPE
Lil	GPE
zero-four-nine-three-three-one	CARDINAL
Pocket Fisherman	ORG
fourteen miles	QUANTITY
Scratch	PERSON
Jackie Treehorn	PERSON
Wudan Mountain	FAC
Southern California	LOC
S.A.C. Michaud's	PERSON
Saughton	GPE
C-4	PRODUCT
Lynette	PERSON
Chernobyl	ORG
The Face	WORK_OF_ART
chili	GPE
Angel	WORK_OF_ART
Cold	PERSON
Patience Kal-El	PERSON
July 20 1969	DATE
ThemÄÂĂÂ	NORP
Next week's	DATE
White Boy	ORG
Marvin A. Pickles	PERSON
Blah Blah Blah Blah	PERSON
52	CARDINAL
nut	PRODUCT
an hour and a half late	TIME
Twenty-eight seconds	TIME
Domini	PERSON
hidin'in	ORG
more than eighty percent	PERCENT
HUNDRED	CARDINAL
Amsterdam	GPE
the guy a few months	DATE
Advisory Basis	WORK_OF_ART
Time Warp	ORG
Manchurian Tung	PERSON
no--	ORG
the Red Triangle Gang	LOC
Everglades	ORG
Honest Toby	PERSON
Czarina	PRODUCT
Coca	ORG
The old days	DATE
Ugly John	PERSON
Computer Crimes	ORG
Right Evan	WORK_OF_ART
Day-Day's	DATE
Mile	QUANTITY
Khamba	NORP
greek	NORP
The Preysing Company	ORG
chen	PERSON
the Aryan Warriors	ORG
Lareaux	ORG
Feelings	WORK_OF_ART
Jason Voorhees	PERSON
Special Envoy	ORG
Pappy	WORK_OF_ART
Longfellow Deeds	PERSON
R.B.	GPE
WHITEFOLK	ORG
about fifty years old	DATE
Kicker	PERSON
Puritans	NORP
Moffo	PERSON
Black Panthers	PERSON
Stanley Kestenbaum	PERSON
Francesca	PERSON
Billy Sutcliffe	PERSON
Snacky Smores Kenny	PERSON
Bontecou's	ORG
a century ago	DATE
Goodbye Bobby	PERSON
Huntington Beach	GPE
The New York Pneumatic Railway	ORG
the next forty-eight hours	DATE
Elvis	GPE
Max Rilke	PERSON
Lauren Murphy	PERSON
last six weeks	DATE
Breaker	PERSON
the Elders of Zion	ORG
Heh'o Tom	PERSON
Yero	PERSON
The Gin Game	WORK_OF_ART
Eighty million	CARDINAL
L-L-Lyndon	PERSON
Hippolyte Charles	PERSON
eighty two	DATE
Padrino	ORG
Jackie Brown	PERSON
one third	CARDINAL
Thaxton Switch	ORG
the Cotton Club	ORG
Late one night	TIME
10th Street Pool	FAC
L.A. Everything's	ORG
comp'ny	NORP
Gratulations Gina	PERSON
Shhhh	WORK_OF_ART
THREE SECONDS	TIME
Chaplin	PERSON
Park Ave	PRODUCT
Meantime Bob	PERSON
Wednesday night	TIME
June the 19th	DATE
Jackass	PERSON
Leeloo Minai	PERSON
Margo -	ORG
Kathy Reynolds	PERSON
LARCH Alcohol	PERSON
Phillip	PERSON
one-half feet	QUANTITY
the Wandering Gospel	ORG
Archibald Keaton	PERSON
Kyra	PERSON
Jimmy Gator	PERSON
the new year	DATE
Delapot	PERSON
Wat...	PERSON
Peter Breck's	PERSON
Mozambique	PERSON
Tim Tim	PERSON
one minute and twenty seconds	TIME
Gardner	PERSON
Yeltsin	PERSON
Alfonse Moorely	ORG
Daniel	PERSON
Fifteen kilometers	QUANTITY
nine-thirty	TIME
FLORIDA	GPE
thousand dollar	MONEY
CPU	ORG
two-thirty	TIME
eleven PM	TIME
Two o'clock in the morning	TIME
Ann Arbor	GPE
Bringing every State to a Higher State	WORK_OF_ART
only eight and a half	CARDINAL
Mary Stone	PERSON
Matron	ORG
Rosemary LaBianca	PERSON
Margo West	ORG
75 fat grams	QUANTITY
the last four five years	DATE
these past few months	DATE
Pumpkin Ass	PERSON
Ben Corbett	PERSON
Wears	NORP
Senate	ORG
Peter Egon	PERSON
Tropicana	ORG
Coleman	PERSON
Druid Hill Park	LOC
Prairie dog	PERSON
Sophie	PERSON
one square mile	QUANTITY
Cinderella Man Woos Mystery Girl!	WORK_OF_ART
Outer Mongolia	ORG
Francis Macomber	PERSON
Harlem	LOC
Aquarius	PERSON
Galys	ORG
Corliss	ORG
WAY OFF	ORG
Queen Harry	PERSON
Anatomy	PERSON
Sheraton	FAC
Job	NORP
Chief Gunderson	PERSON
Vada	GPE
World</u	PERSON
the Chicago Symphony Orchestra	ORG
Youwsa	PERSON
Two-hundred dollars	MONEY
Gesundheit	PERSON
last two	DATE
WALLY Homer	PERSON
two fucking minutes	TIME
Miss. G-6	PERSON
Ostrich	PERSON
Adelle	GPE
6.7 hours	TIME
Y'all	ORG
666	CARDINAL
Mount Rushmore	FAC
Bailey	PERSON
Jesus Christ Jerry	PERSON
Seven hundred	CARDINAL
Continent	GPE
Lambchop	PERSON
Ladybird	PERSON
13	DATE
late one day	DATE
"""This guy was a bad monkey."	WORK_OF_ART
Dubbs	PERSON
Louis Moriarty	PERSON
Gifford Mayfair -	PERSON
seven-months	DATE
the next few minutes	TIME
Mondo Jocko	PERSON
Angie	GPE
Deflower Mayflower	PERSON
Oh Pat	PERSON
Uncle Carlo	PERSON
Schaffer	PERSON
Only a week	DATE
Caperelli	PERSON
Amargosa	GPE
mike	PERSON
Alert seventy-fifth	PERSON
Hutt	ORG
nooh zeiten	PERSON
Goodbye Bill	PERSON
Come on Z. <u	WORK_OF_ART
Christopher	PERSON
Adler	PERSON
Dealey	PERSON
Angelo Marzzone	PERSON
the five minutes	TIME
Tyrellll joinnnn	GPE
thousands and thousands	CARDINAL
Ni	PERSON
the North Pole	LOC
Whadda	PERSON
Mayor'll	ORG
GUESS	ORG
26	DATE
another two hours	TIME
Tell Laura I Love Her	WORK_OF_ART
eight and a half	CARDINAL
Corleone	PERSON
I</u	ORG
Bodhi	PERSON
Amy hersolf	PERSON
The Net Ranger?	PERSON
Stones	LOC
about 10 seconds	TIME
Walter Dornberger	PERSON
Lina	GPE
Warren	PERSON
last days	DATE
A Boy Named Sue	WORK_OF_ART
the Congressional Medal of Honor	WORK_OF_ART
Central Services	ORG
Please Dorothy	PERSON
Mother	PERSON
Darrow	PERSON
Di Caprio	PERSON
more than forty years	DATE
Donley	PERSON
Five six-hundred thousand	CARDINAL
the East River	LOC
Denzil Dowell	PERSON
Ellen	PERSON
Yakavetta	PERSON
Vic Vic Vic Eddie	PERSON
Nick's	ORG
Except Ru'afo's	PERSON
Grove street	FAC
last night's	TIME
Christie Love	PERSON
Sixty pounds	QUANTITY
a half million	CARDINAL
""" McCall"	WORK_OF_ART
seven-year-old	DATE
Ali	PERSON
Cowan-- Sir before you boot me	WORK_OF_ART
Buttle	PRODUCT
about an hour and a half	TIME
Miller	PERSON
Jill a hundred	PERSON
the State of Kentucky	GPE
fifty six	QUANTITY
Denise	PERSON
Gino	PERSON
10 years back	DATE
Debris	PERSON
"""Mister President."""	WORK_OF_ART
Udall	PERSON
MURMUR	ORG
Greetings King Arthur	PERSON
twenty or thirty years	DATE
tricky hick	PERSON
Leg	PERSON
Villa	GPE
North East	LOC
Sweet Dick	PERSON
Aux power	PERSON
a quarter of a century	DATE
MicroCell	ORG
Angela Sal	PERSON
Less than a week	DATE
Fine if you don't want us stay with the scum in present management--dedicated to running you and Bluestar into the ground	WORK_OF_ART
Callaghan	GPE
Brother	NORP
Oser	PERSON
Far Eastern	NORP
Minor glitch	WORK_OF_ART
Johnny Tortelli	PERSON
Muhammad	PERSON
witty	PERSON
Zero	DATE
Suzanne Somers	PERSON
Loel Lorenson	PERSON
Gefilte Fish	PERSON
one lousy hour	TIME
Irth	LOC
Nymphos	PERSON
T.J Pooch	PERSON
DANCING	GPE
E. Flam-mis	PERSON
Monsieur Rick	PERSON
these years	DATE
Angelina Tyler	PERSON
Godsakes	ORG
El Camino	LOC
Yea OK	PERSON
Enedina	PERSON
Dwight Gooden	PERSON
Locharmbie	GPE
Schuyler	ORG
Good night Westley	WORK_OF_ART
St. Phillips	PERSON
Carrie Frazier	PERSON
Yesil	PERSON
Damnit Spock	ORG
16309	DATE
800000 years	DATE
up--	ORG
the Special Operations Group	ORG
Cabinet	ORG
Pounds	PERSON
the 7th	DATE
the Pleural Cavity	ORG
the Toxic Avenger	PERSON
mangoes--- anything'll	PRODUCT
Acme Dumb Pills	LAW
Ray Nicolet	PERSON
only two hours	TIME
Terry-	PERSON
Patrol Base	WORK_OF_ART
fifteen	DATE
approximately 40 minutes	TIME
--remember Toronto Harry	PERSON
just one	CARDINAL
Mister Spock's	ORG
Lins	PERSON
Scobie	GPE
Capulet	LOC
Seattle Magazine	ORG
Julio	PERSON
Dunn & <	ORG
Manzetti	PERSON
Meyerling	WORK_OF_ART
William Whacker	PERSON
Blade	ORG
Krylov	PERSON
Setter Brown	PERSON
Viking	ORG
this Central Nerve	WORK_OF_ART
Oh Stanzi	ORG
New York	GPE
Potassium	PERSON
Killer	PERSON
Waldowski	PERSON
Apes	PERSON
almost a square mile	QUANTITY
Easy Animal	PERSON
Ernie Cole	PERSON
Harry'll	PERSON
Forrester	PERSON
the Massachusetts Turnpike	ORG
The Breath of God	PERSON
Poodles Hanneford Lunt	PERSON
Brooke Windham	PERSON
Solomon P. Eddie M.D.	PERSON
Johns Hopkins University	ORG
Tarazine	PERSON
East China	LOC
Raphael Ruiz	PERSON
Throwers	WORK_OF_ART
Sonny	GPE
ninety-one million	CARDINAL
Sissy Sissy	PERSON
shiD~	PRODUCT
Greenleaf	FAC
Couple of hours	TIME
one-third	CARDINAL
Route 7	WORK_OF_ART
Mission Dolores	ORG
Toots	ORG
Southland	PERSON
han'bill-- 800	CARDINAL
three minutes earlier	TIME
San Pedro	GPE
Whitey Mehrholtz	PERSON
IÄÂĂÂ Aw	PERSON
the coming years	DATE
2400	MONEY
Egon	PERSON
Cooley	ORG
twenty four	CARDINAL
Twelve years ago	DATE
January this year	DATE
Hon	NORP
Samuel Beckett	PERSON
about last week	DATE
I. Too	PERSON
Jeffrey Wigand	PERSON
half a million tons	QUANTITY
Drumgo	PERSON
R.L Mm	PERSON
nine-minute	TIME
Dr. Loveless'	ORG
Three hundred and twenty thousand dollars	CARDINAL
twelve thousand dollar	MONEY
Michael Jordan	PERSON
Worker	PERSON
HACKSAW	ORG
Ed Tom	PERSON
Straylight	WORK_OF_ART
two hundred and fifty thousand dollars	CARDINAL
Weismuller	PERSON
BOW	ORG
Johns'll	ORG
Lloyd Richards	PERSON
Paradise Lost	WORK_OF_ART
seven o'clock at night	TIME
Pappa	ORG
Yale	ORG
MacFarlane	PERSON
Sleep 'n Eat	ORG
Toller	GPE
Noaa	ORG
Korda	PERSON
CROSS	ORG
803	CARDINAL
Greeks	PERSON
three o'clock this afternoon	TIME
Millard	GPE
Bixler	PERSON
Newmeats	GPE
Czar	ORG
Clear Meadows	ORG
Goodnight Spock	PERSON
Jefferson Carver	PERSON
Tylenol	GPE
Sankara Stone	PERSON
Meaning Viznick's	PERSON
the next ninety-seven minutes Nyah	DATE
six-hundred billion	CARDINAL
' days	DATE
The Force	PRODUCT
Yeah well that's a sore subject and therefore out of bounds to a young sprout of a hostage negotiator under my tutelage.	WORK_OF_ART
Tunnel	PERSON
Beeville	GPE
Whitey	PERSON
Columbine	ORG
Cape Canaveral	FAC
seven weeks	DATE
Air France	ORG
Red G-Grange Red Str-Strange	PRODUCT
you're</u	PERSON
Black Angus-Herefords '	FAC
Naa	PERSON
Mohawks	ORG
the first of the year	DATE
0	CARDINAL
Fu Sheng's	PERSON
426 miles	QUANTITY
Crystal	ORG
Brown Jackie Brown	PERSON
Space Alien Revealed as Head of Time Warner	WORK_OF_ART
Whackos	PERSON
Whatcha watchin'	PERSON
hundreds occasionally thousands of dollars	CARDINAL
The Disney Corporation	ORG
Johnny Fuckface	PERSON
the Van Gogh	PERSON
Dwayne	ORG
"""The Three Musketeers"	WORK_OF_ART
half-million	CARDINAL
7-Eleven	PERSON
Esquire	PERSON
Jacques	PERSON
Cats in the Cradle	WORK_OF_ART
those years	DATE
The Wagner the Berlioz?	WORK_OF_ART
Majesty Herr Mozart	PERSON
Don't wet your diapers	WORK_OF_ART
St. Mere	LOC
the Bilderburg Group	ORG
sie da sangen	PERSON
Wellesley	ORG
Studio	PERSON
La creme de la creme	FAC
Left Quarantine	PERSON
Outpost 1.0	ORG
Arlyn Page	PERSON
Cedars Sinai	FAC
King	ORG
Less than thirty minutes	TIME
750 grand	MONEY
Merchant Street	FAC
Robinson	PERSON
Ten thousand	CARDINAL
Urbana	PERSON
the Colorado Lode	FAC
Heavens	PERSON
Greetings Charles	PERSON
Bellevue	GPE
75 miles	QUANTITY
Grandmama	LAW
early in the morning	TIME
Waal	WORK_OF_ART
fifty	QUANTITY
Frederick Bennet	PERSON
the Virginia Delegation	ORG
this tonight	TIME
Daya	PERSON
"""In the 18th century there was no such thing!"	WORK_OF_ART
airy	LOC
pardon=	ORG
What if Tod... is just the first... of us	WORK_OF_ART
Yoda	PERSON
Eugene Oregon	PERSON
Four goddam months	DATE
Miz Wharvey	PERSON
Sheriff John Langston	PERSON
Shangri-La	WORK_OF_ART
about yesterday	DATE
Aye-aye	PERSON
June twenty-third '72	DATE
Victoria - Did	PERSON
Marseille	PERSON
Harrow	DATE
Grendel Records	ORG
Jonah 6:8	DATE
Kittykat	PERSON
Cerebro	PERSON
Alice in Wonderland	WORK_OF_ART
Space Lab	ORG
Leopard Skins	PERSON
Burundi	GPE
""" and the week before we had something..."	WORK_OF_ART
approximately 15 million dollars	MONEY
Gordo	PRODUCT
six nights	TIME
Trafalgar the Picards	ORG
Chi-Chi	PERSON
Stephanie	GPE
D. B Devoted	PERSON
BARRY	PERSON
almost nine months ago	DATE
Robard	PERSON
St. Catherine Laboure	ORG
RIDICULOUS	ORG
m-80s	ORG
the next three seconds	TIME
la Mamma	FAC
Augus-	PRODUCT
Operational Security	ORG
Carol	PRODUCT
One minute	TIME
now	DATE
Walston Lane	ORG
I'm gonna start rolling --	WORK_OF_ART
Inspector Rock	ORG
FOREVER	ORG
Susanville	GPE
ÄÂĂÂtre soupĂÂĂÂ§onnĂÂÄšÂ	PERSON
Lawford	PERSON
six o'clock every night	TIME
Me Lay	WORK_OF_ART
Jean-Baptiste Emmanuel Zorg	PERSON
Buck Private	ORG
Communications	ORG
Damned	NORP
Margo	GPE
Chacha	PERSON
THE UNITED NATIONS	ORG
Kaplan	ORG
the last 24 hours	TIME
Mister Burns	PERSON
Young Lochinvar	WORK_OF_ART
the Justice Department	ORG
Merrill	ORG
R.K. Maroon	PERSON
Lenore Oberfeld	PERSON
Joke	PERSON
Jesus Christ dad	PERSON
Eugene Ed	PERSON
Cat Iron	PERSON
a month later	DATE
this weekend	DATE
Goodbye	PERSON
Vitovetch	PERSON
Chewlie	PERSON
Jesus Ed	PERSON
M.J	PERSON
A Kangaroo Court	ORG
Glucogen	PERSON
2000	DATE
Ben I'm a Man of God	PERSON
Thirty years	DATE
33rd & 8th	DATE
Ho Kym	PERSON
Listen Lightsnack	PERSON
Nineteenth-Century	DATE
6 G's	PRODUCT
Boston Globe	ORG
Paul Benjamin	PERSON
Metropolitan Life	ORG
Mister Affirmative-Action Peacnik	ORG
Castorini	PERSON
Cardiff Giant	ORG
The Blood Tide	WORK_OF_ART
Buddy Felton	PERSON
Mademoiselle Clairwil	PERSON
Elsie	WORK_OF_ART
the Eagle Hotel	FAC
Abdullah	PERSON
around $4.38	MONEY
Myrna	PERSON
Spock	ORG
Underground	GPE
about a couple dozen	CARDINAL
Barons	ORG
Sparazza	ORG
REARRANGER	ORG
the next twenty years	DATE
GodĂĹĄĂÂs	ORG
Lionel	GPE
Jo	PERSON
Loomis	ORG
Tri	PERSON
Montauk	GPE
Woodly	PERSON
later that night	TIME
Rach Discount Mart	ORG
yesterday morning	TIME
Slanta	LOC
Harry Harry Harry Harry Harry	PERSON
Eight hundred	QUANTITY
SLIP-STREAM	PERSON
Socorro	PERSON
a Master of Ceremonies	WORK_OF_ART
Mr Charles	PERSON
at least two feet	QUANTITY
four and a half months	DATE
""" Maybe."	WORK_OF_ART
McKendrick	ORG
M-M-M-Mack	PERSON
The Comoros Islands	GPE
AAA	ORG
1st Brigade	ORG
fifty sixty	CARDINAL
Dago Red	PERSON
Saturday September 19th	DATE
Deano	PERSON
Nine hundred meters	QUANTITY
4200	CARDINAL
just ten minutes ago	TIME
months ago	DATE
The New Yorker	ORG
Presidio	FAC
Another couple of days	DATE
any other day	DATE
Tybalt	PERSON
Phillips	ORG
three or more	CARDINAL
Boners United	ORG
Grand Canal	FAC
slimedogs selling angel dust	PERSON
Jesus Christ's	PERSON
The Kiber Crystal	ORG
"""You and I are the only men with balls enough to walk through the park at midnight."	WORK_OF_ART
County VA Hospital	ORG
Look Ray	PERSON
Christmas New Year's	DATE
Twenty-five hundred	CARDINAL
five fucking minutes	TIME
Uncle Pete	PERSON
Skippin	PERSON
Sod	PERSON
Crown	ORG
Lamborghini	PERSON
Hun	PERSON
this Minority Report	WORK_OF_ART
Sharon	PERSON
Tu pierdo	PERSON
tomorrow around seven o'clock	TIME
the Fourth of July	DATE
five thousand bucks	MONEY
Ottoman	NORP
Stompanato	PERSON
Levis	GPE
Carla Jean	PERSON
Meld	GPE
Regan Teresa MacNeil	PERSON
thirty-four years	DATE
Jimmy Ray	PERSON
Harrison's	ORG
74	DATE
Long Island	GPE
St. Dallas J.J.	ORG
Agent Low's theory of Suspect Zero	WORK_OF_ART
Consiglere Genco's	PERSON
Selma Alabama	GPE
Buttles	PERSON
John BUbber Mister LaPlante	PERSON
Natalya	GPE
Caroline Fortis	ORG
Kayo	PERSON
408	CARDINAL
the Tyrell Corporation	ORG
a National Boys' Camp	PRODUCT
Cloud Nine	WORK_OF_ART
a rainy day	DATE
Sloan	PRODUCT
Caves	NORP
Ta da!	PERSON
the 'Pappy O'Daniel Flour Hour'	WORK_OF_ART
Checked	PERSON
Monarch	PERSON
Grammoo	ORG
Harvard School of Medicine 1939	ORG
five-hundred dollars	MONEY
Healthy Choice	PERSON
the Constitution Rock 'n' Roll and Baseball	LOC
Giles	PERSON
Bean	PERSON
Rosalie Testa	PERSON
ten per cent	MONEY
You Okay Alex	PERSON
Helen Carter	PERSON
Alexander de Beauharnais	PERSON
World War II Major	EVENT
the Armed Services	ORG
Dick Stensland	PERSON
Bristo	ORG
My</u	GPE
my last two years	DATE
six hundreds	CARDINAL
my nine years	DATE
Durk	PERSON
Eve Harrington	PERSON
Gladdy	PERSON
Tweedle Dum	LOC
Alderman Swayzak	PERSON
Bootleg	PERSON
a hundred and seventy-five years	CARDINAL
AGAGH	ORG
Pat Gray	PERSON
Herr Laszlo	ORG
Bye Neil	PERSON
DeJesus	PERSON
Giuliani	PERSON
Fine Louis	PERSON
Lode	NORP
11 o'clock	TIME
the following morning	TIME
Boston Tea	ORG
Hiya Freddie Corleone	PERSON
Martian	GPE
WeÄÂĂÂd	PERSON
Rudy Butler	PERSON
Arnold 'Buster'	PERSON
Crusher	PERSON
Guard	PERSON
thirty-five thousand dollars	MONEY
ONE MILLION DOLLARS	MONEY
eight hundred euros	QUANTITY
134	CARDINAL
Atlee	GPE
Sleepless	PERSON
all seven months ago	DATE
Eight and twenty-four	CARDINAL
the Berlin Philharmonic	ORG
TODAY	DATE
Cecile	PRODUCT
up to two years	DATE
1919	CARDINAL
Muff	PERSON
The Crime of the Century' Remember	WORK_OF_ART
Look Mister	PERSON
Little Elizabeth	PERSON
the three	CARDINAL
pick'em	ORG
Rudy Levine's	PERSON
Alan Thicke	PERSON
Enquirer	PERSON
Greece</u	PERSON
Ha!	WORK_OF_ART
Pass	PERSON
Aunt Lilian's	ORG
Hiya George!	PERSON
Bob WHO	PERSON
Another two-fifty	CARDINAL
Babe Brother	PERSON
4685	CARDINAL
Der ami macht mich noch ganz	PERSON
Tommy Tune	PERSON
Bread	ORG
Arnold Aunt Rosey's Arnold	PERSON
cuban	NORP
